ear_current,ear_mean,ear_min,mar_current,mar_mean,mar_max,perclos,blink_rate,eye_closure_duration,head_pitch_var,head_yaw_var,head_roll_var,yawn_count,label
0.324901424590337,0.3072347139765763,0.2729537707620139,0.26092119425632104,0.19297539875829994,0.2706345217220328,0.004646688973455957,20.394113749299223,0.0,2.002787529358022,2.2701814444901136,0.22675984258454318,0,Alert
0.18257365597929456,0.19949660385643703,0.12285859502737577,0.1830366864901158,0.14162352961919195,0.36751848411984517,0.2873687420594126,32.23705789444759,0.5115950885216335,6.337157188281745,4.19817105976215,2.3682099526511076,0,Drowsy
0.08571010920536196,0.179739619160944,0.07951089645011869,0.2577775658561216,0.256680444386527,0.39994771142726937,0.7301997007878172,5.132649611598666,3.8555043892121317,17.57589970337417,10.01041453301891,3.1117637655414994,2,Fatigued
0.23593173551082414,0.32556834553526814,0.19946011101048267,0.595383125683528,0.5993526947261913,0.6523325080023182,0.1123422152178822,18.76088427531154,0.43736822347462373,4.293981188678689,4.878338511058234,3.3253984700833437,2,Yawning
0.33095196823995165,0.30656742329547165,0.24185626839705213,0.24754502905722447,0.22356596373494736,0.38624040365088175,0.07689376194794793,20.134406184137816,0.0,2.368300275343452,1.8492303309726994,0.9627765153630028,0,Alert
0.20289249437090776,0.21838204211195286,0.11140916632350495,0.17808517589672745,0.1637296968338045,0.2516608930556851,0.28804645241541144,20.28159645430169,0.5590739232710441,9.6907356219892,6.741053243187234,2.817879924343034,1,Drowsy
0.10482347430332085,0.1438157524829757,0.08662526862807128,0.28877725635611795,0.22083303048618838,0.33886046140017095,0.6743929286862649,8.251833220267471,3.32401544584516,18.838477013038624,16.533765653492246,6.305504476133645,1,Fatigued
0.222649486363518,0.29352624562961815,0.1754049696233076,0.7066313952391144,0.4671569785436649,0.7275354966778598,0.22915271913470386,18.179812901367452,0.45062045758110697,7.868612604982893,1.5573258176235028,2.8132521378334516,3,Yawning
0.2863222501390624,0.3248742256754245,0.2557567715657675,0.1829252482384111,0.21504344994574418,0.32632746611728114,0.06971684721501742,19.644064922789376,0.0,0.9664251472150895,2.7313974962249445,0.9011449144903461,0,Alert
0.17893840718367943,0.20344675706804463,0.1282367554060353,0.16145940207471526,0.22888360831193727,0.3330527636089945,0.20208563915935723,30.214946051551316,0.7339288025190231,5.776862483765842,2.7191922040020966,2.012845514210884,0,Drowsy
0.11550631963746122,0.13860343303203193,0.03816800660625472,0.30318702653831936,0.23938066639952885,0.34835741326489045,0.6487504251354405,11.963042728397884,3.280676474811105,10.517477809207797,17.970626305636245,4.867467099926995,2,Fatigued
0.2336327079025409,0.2701181191329421,0.2191101639773411,0.6592777084208888,0.5155174475431961,0.7162801423728093,0.1478905520555126,24.81345590343781,0.19364421720920033,7.70494883184115,4.04647846131487,1.712912631977199,3,Yawning
0.3058812698896219,0.3380264312938725,0.2590919468942633,0.2086774690464937,0.2153727119711481,0.30173954764969746,0.012057403517234357,16.098385320888625,0.0,2.2395320169772046,2.6458970120342995,0.6237465767624502,0,Alert
0.22154384839474134,0.19097056498703918,0.12391519699462934,0.2638611542597953,0.2328403852296828,0.19651505674662012,0.4513130317721984,33.51380234078562,0.9881728953926177,5.6725729659017095,5.248687842965395,3.0873531980352467,0,Drowsy
